Blog	increase	here	marketers	successful	example	want	feature	types	effective	series	re	service	engagement	metrics	best	much	life	things	had	easy	possible	steps	right	old	people	creative	support	happy	offer	resources	team	love	working	following	data	years	course	didn	internet	million	future	say	take	pages	drive	ways	going	where	sites	many	being	around	traffic	world	power	industry	image	her	ad	am	having	consider	small	past	full	experience	action	via	company	learn	information	its	always	found	advertisers	really	research	number	guest	also	plan	sometimes	impact	set	see	seo	last	community	optimization	person	amp	readers	d	anything	into	link	us	influence	ago	results	send	account	video	let	great	makes	tools	next	customer	clients	process	high	doing	could	should	email	ve	site	off	adwords	less	web	five	become	does	study	work	provide	after	order	then	them	network	campaigns	created	another	target	keywords	analytics	away	com	comments	months	way	was	test	together	change	live	topic	write	product	still	now	year	looking	shows	yourself	than	form	online	only	between	article	comes	these	real	read	using	start	lot	trying	sales	building	month	very	instagram	advertising	ask	help	actually	beyond	event	since	reason	put	launch	selling	mobile	pretty	probably	both	add	look	while	guide	ready	used	step	within	doesn	e	youtube	go	facebook	button	click	products	links	including	keep	quality	need	based	importance	key	problem	well	page	twitter	companies	even	tips	ever	never	campaign	call	tell	give	before	personal	better	mean	reader	isn	features	keyword	mind	seen	don	m	bad	testing	said	appeared	three	website	make	opportunity	practices	just	yet	popular	down	landing	digital	did	useful	sharing	making	may	grow	talk	nbsp	interesting	tweets	thing	think	first	long	little	were	few	track	paid	especially	show	enough	reading	across	according	shopping	those	different	pay	same	money	audience	images	videos	again	important	infographic	search	two	strategies	share	needs	through	someone	hard	idea	done	part	b	build	most	services	businesses	blogging	vine	fans	point	simple	create	understand	spend	big	bit	often	back	per	single	started	others	profile	ll	day	taking	value	linkedin	thought	ads	success	brands	buy	brand	every	changed	changes	would	must	me	my	times	end	over	writing	each	got	free	days	already	top	too	tool	talking	though	watch	report	however	news	improve	conference	been	everything	efforts	why	check	no	roi	focus	posts	says	today	insights	platform	offers	name	place	revenue	copy	any	conversion	ideas	sure	visitors	come	engine	case	good	author	week	without	when	blog	update	everyone	there	websites	follow	program	list	rate	design	pinterest	version	allows	options	short	might	generation	feel	story	reach	his	user	recently	creating	attention	reasons	strategy	questions	customers	question	users	once	include	find	app	use	something	instead	choose	related	our	which	who	goals	he	conversions	available	stories	job	book	know	because	lead	getting	own	apps	made	whether	below	other	june
MarketingProfs Daily: Search Engine Marketing	0	8	3	0	0	0	0	1	3	0	2	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	5	0	0	0	1	0	0	0	1	2	1	0	0	0	1	0	0	5	0	1	0	1	0	25	0	0	1	0	1	0	1	0	0	1	1	2	0	0	2	1	0	0	1	0	11	1	0	2	0	0	0	0	0	0	2	3	0	1	4	0	1	2	1	0	2	2	0	0	0	0	0	0	1	0	2	0	1	0	4	0	4	8	2	0	1	2	0	0	0	0	5	0	6	0	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	1	2	2	3	0	1	0	2	0	9	3	0	27	0	0	0	25	1	0	0	0	0	4	0	0	0	1	0	5	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	2	1	0	0	0	0	2	4	0	7	0	0	0	0	0	1	0	1	0	2	1	0	1	3	3	2	0	4	0	0	3	0	0	1	0	0	2	0	0	0	0	4	0	1	1	0	0	0	1	0	0	1	5	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	3	0	0	0	0	0	8	0	1	2	0	1	2	0	0	1	0	0	5	26	1	0	0	0	0	0	0	0	1	2	7	0	2	0	2	0	0	0	0	1	1	1	1	2	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	1	0	2	1	0	1	1	0	1	0	0	0	0	0	1	1	2	0	0	4	0	0	0	2	0	3	2	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	2	0	0	0	0	0	0	0	2	0	1	3	0	1	0	0	1	0	0	3	0	1	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	1	0	2	0	1	0	1	0	0	0	4	1	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	1
Analytics - ClickZ	0	0	3	1	0	0	0	0	0	2	2	0	3	1	0	1	0	1	2	0	1	0	3	0	3	0	2	0	0	0	1	1	0	0	12	0	0	0	0	1	1	0	1	0	0	2	3	0	1	1	0	0	1	0	0	0	0	1	3	0	2	0	2	0	0	1	0	0	0	2	3	1	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	1	0	2	1	1	2	0	1	3	3	2	2	0	0	0	5	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	13	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	0	0	0	1	1	0	1	0	2	0	0	2	0	0	2	0	0	2	2	0	1	1	0	0	0	5	2	1	1	0	0	0	0	0	1	0	0	1	0	2	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	1	1	0	1	2	0	1	0	0	0	2	0	2	0	0	0	1	0	0	1	2	1	1	0	0	0	1	1	5	0	0	3	0	0	0	0	6	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	2	0	1	0	0	0	3	0	1	1	1	0	1	2	0	0	0	0	1	3	3	2	1	3	0	2	0	2	1	2	2	0	4	0	0	1	0	1	2	0	0	1	0	1	3	0	0	2	3	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	2	1	1	0	1	1	3	0	0	0	0	0	0	3	1	1	1	3	4	0	0	3	0	0	1	1	3	1	2	0	0	0	0	0	7	2	1	1	0	0	1	1	0	0	1	2	0	0	0	0	1	0	1	0	3	1	0	0	2	0	0	1	0	0	0	0	1	1	0	1	1	1	1	0	3	0	3	0	0	0	0	6	0	0	3	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	0	2	0	0	0	0
WebProNews	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	1	1	0	2	0	0	0	0	2	0	0	1	1	3	0	0	0	1	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	3	0	0	2	1	0	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	2
Business Blogging - How to Build A Better Blog	0	1	0	0	0	4	0	0	1	0	1	1	0	0	2	0	2	0	0	1	0	0	3	0	2	0	0	0	2	0	0	1	0	0	0	0	0	3	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	0	1	0	0	0	3	1	0	0	0	3	0	0	1	0	0	0	2	0	3	3	0	0	0	1	0	0	0	1	4	1	0	1	2	0	1	0	4	0	0	0	0	3	0	0	0	1	1	0	3	0	0	0	1	1	0	2	1	0	1	0	1	1	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	3	1	0	0	0	0	1	1	0	1	0	1	0	0	0	1	0	1	2	0	0	1	0	2	0	3	1	0	1	1	0	0	0	4	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	3	0	0	0	5	0	0	0	2	1	0	0	0	0	0	1	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	7	2	0	0	3	0	1	3	1	0	4	0	0	0	0	2	0	1	0	0	1	0	0	0	1	0	5	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1	18	0	0	1	0	0	3	4	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	2	0
The Sales Lion by Marcus Sheridan	0	7	2	1	1	3	0	1	2	1	3	1	0	1	6	9	2	1	8	0	2	0	4	2	5	0	1	1	1	1	2	1	0	2	0	7	1	0	1	0	4	3	1	0	0	3	3	4	0	11	1	3	1	5	1	7	0	0	0	0	0	0	2	10	2	1	0	0	9	0	3	1	2	4	0	4	0	1	0	4	0	1	0	0	4	13	8	1	1	4	0	1	0	2	1	2	0	0	6	2	0	0	3	3	6	2	0	2	1	1	0	2	1	1	7	3	18	1	1	0	1	5	1	2	1	0	4	0	2	2	1	2	0	0	0	2	2	6	0	2	0	2	4	4	12	0	1	0	0	0	2	1	1	3	8	2	0	0	2	0	6	4	0	3	5	10	1	2	2	1	4	2	6	3	1	6	0	2	1	1	0	0	1	5	3	0	0	0	0	0	1	0	0	4	1	0	1	0	0	1	4	0	1	3	3	0	2	0	0	0	0	0	3	1	2	5	1	8	6	0	10	1	1	5	3	0	0	0	4	2	8	0	0	0	1	0	1	1	1	6	8	4	0	3	0	1	2	3	2	3	5	0	3	2	0	4	5	0	1	2	6	0	6	0	1	0	1	3	2	6	1	3	9	0	3	1	1	4	1	1	1	0	3	2	2	1	2	1	0	1	7	3	0	4	5	2	4	1	1	0	0	2	1	1	1	1	14	0	9	10	0	1	4	0	0	1	2	4	2	1	4	2	2	4	2	0	8	3	1	1	0	2	0	10	1	3	2	9	2	1	3	0	14	27	3	1	12	2	3	2	0	4	0	2	3	0	2	1	0	0	0	0	0	2	14	1	1	18	1	4	0	0	4	0	5	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	4	3	7	2	9	14	0	6	11	0	0	0	2	0	2	0	0	0	0	0	2	1	4	2	2	3	0	2	0	1	4	0	7	0	6	0	2	2	1	0	0	3	1	0	0	1	4	1	1	0	0	1	0	0	0	3	6	0	8	0	0	2	1	4	3	0
socialmouths	0	3	0	1	0	2	0	2	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	9	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	3	0	4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	1	3	2	0	1	0	0	5	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	2	1	1	0	0	1	0	0	1	0	2	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	1	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	4	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	2	5	0	0	1	2	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	1	1	0
TechCrunch  Social	0	2	0	0	0	1	5	2	0	0	3	3	0	0	3	1	0	0	2	0	0	0	1	1	8	0	3	1	1	0	0	1	0	2	5	0	0	1	1	1	1	0	0	2	1	2	1	7	2	0	1	0	0	3	0	0	1	0	4	0	0	1	0	1	0	0	0	0	2	0	2	9	1	0	0	0	0	2	0	0	0	0	0	1	3	0	0	7	0	0	0	0	0	0	2	0	3	0	3	1	1	0	1	0	0	1	0	1	0	0	1	0	1	5	4	0	4	5	1	0	0	2	0	1	1	0	1	0	3	0	1	2	1	1	1	0	0	0	0	0	1	1	0	3	7	1	1	0	2	0	0	2	0	8	7	1	0	0	2	0	1	4	0	0	1	4	2	1	1	0	1	0	0	1	3	0	0	0	1	5	0	0	0	2	0	0	1	0	2	0	0	0	0	1	1	0	0	1	1	2	0	0	9	0	34	0	1	0	0	3	1	0	0	2	0	0	0	2	3	13	5	2	0	3	0	3	1	1	0	3	0	4	0	0	0	1	0	0	0	0	4	0	2	4	1	1	0	3	0	0	6	0	4	1	0	0	0	1	0	2	3	0	0	0	1	3	0	1	3	2	3	3	0	0	0	0	1	0	0	1	0	0	1	3	2	4	0	0	3	2	0	1	0	3	8	1	0	0	1	1	0	0	1	2	0	1	4	2	0	0	0	0	0	0	0	0	1	1	0	1	2	0	0	0	1	0	2	1	1	0	2	0	5	0	2	0	0	0	0	0	1	0	1	0	0	0	4	0	2	1	4	0	0	2	0	0	0	0	0	1	0	1	1	0	9	1	0	2	0	0	0	1	0	0	9	0	4	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	2	1	2	2	3	1	0	4	2	0	0	1	0	0	0	0	3	0	1	1	0	3	0	0	1	0	0	2	0	1	0	12	1	1	4	6	3	2	1	0	2	0	7	6	0	3	0	0	0	1	0	0	0	0	0	1	4	2	0	1	7	0
Blog Tyrant - Making a Living from the Couch	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	1	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	3	1	1	0	1	0	3	0	1	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	1	3	0	0	0	0	1	0	0	2	0	4	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	1	0	0	3	0	1	1	0	0	0	0	1	0	1	4	3	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	1	3	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	0	2	1	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	1	0	0	0	0	0	0	2	0	0	2	0	1	3	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	1	2	0	0	0	2	0	2	5	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	2	5	0	0	1	0	0	0	4	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	1	0	0
ConversionXL	1	1	0	0	0	1	0	0	1	0	10	1	0	0	1	1	0	3	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	2	1	0	1	0	1	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	2	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	3	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	0	0	2	3	0	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	1	1	0	2	0	0	1	1	0	0	0	0	4	1	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	1	5	0	0	0	0	0	0	2	2	0	0	1	0	0	1	0	0	0	0	0	0	2	1	1	4	0	0	0	3	2	0	0	0	0	0	0	7	0	0	0	0	1	1	1	1	0	0	0	0	1	1	3	2	0	0	1	0	0	0	0	0	1	2	0	1	1	0	0	3	0	0	0	0	1	0	0	1	2	0	0	0	0	1	1	4	0	3	1	3	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	5	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	3	1	0	1	1	0	0	0	0	3	0
Pam Marketing Nut	4	3	1	0	0	2	0	0	0	0	3	3	4	0	1	1	2	2	4	0	1	0	1	0	9	0	0	0	0	1	0	5	0	0	4	0	1	0	0	0	0	0	1	0	1	7	1	0	1	1	0	1	0	0	0	1	1	0	0	4	1	0	0	1	0	2	1	1	1	1	0	0	0	1	0	3	0	4	0	1	0	1	0	0	3	0	2	8	0	4	7	0	0	0	4	0	2	4	0	2	1	1	1	1	4	0	2	3	4	1	0	1	2	1	1	2	3	0	0	0	1	0	1	1	0	1	0	0	0	0	2	13	1	0	0	0	0	0	1	2	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	2	0	0	1	0	0	1	1	4	1	2	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	0	5	0	1	0	1	0	1	0	0	1	0	1	2	1	1	1	4	0	1	0	3	0	2	3	6	1	0	0	0	0	2	5	3	6	0	0	0	0	3	1	0	0	0	2	0	0	0	0	0	0	1	12	3	0	0	0	0	0	0	1	0	0	3	5	0	1	0	0	0	0	1	1	0	2	0	5	0	4	1	3	0	2	1	0	2	0	0	0	1	1	0	0	0	0	1	1	0	2	0	2	0	2	1	1	1	1	0	1	3	2	0	0	0	0	0	0	0	2	3	0	1	0	2	4	1	0	0	0	1	6	0	1	0	0	0	0	1	2	1	9	3	2	2	0	0	4	0	2	5	12	0	0	0	2	6	4	2	1	4	0	0	1	1	0	1	2	2	5	0	3	0	0	0	0	0	0	1	1	0	1	1	8	0	0	3	1	0	0	0	0	1	0	0	2	2	0	0	1	0	1	0	1	1	0	1	0	3	4	0	0	1	1	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	5	3	0	0	0	0	1	0	0	1	0	0	0	6	0	1	3	2	0	0	0	5	0	0	5	0	0	0	3	0	3	0	0	2	0
Point Blank SEO	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	1	0	0	0	2	0	2	2	0	2	3	0	1	0	0	0	0	1	1	0	2	0	1	0	0	1	2	2	0	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	2	20	1	0	0	1	0	0	1	0	0	21	0	0	2	1	0	0	0	1	4	0	0	0	0	10	0	0	0	1	1	0	3	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	1	0	1	0	0	0	0	1	1	2	4	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	1	1	1	0	0	0	2	0	1	3	0	0	17	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	6	0	3	1	2	0	0	1	1	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	2	0	0	1	0	0	0	0	0	0	2	1	0	2	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	2	1	0	5	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	1	0	1	3	0	1	5	0	0	0	0	0	10	1	2	1	0	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	3	0	0	3	0	1	0	0	0	0	2	2	0	0	0	0	0	0	3	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	1	2	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	4	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	1	0	0
Entrepreneur On Fire Business Podcasts	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	6	0	1	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	1	1	0	1	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	5	0	0	0	5	0	1	1	0	0	4	0	0	0	0	0	20	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	4	4	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	8	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	1	0	0	4	0	2	0	4	0	0	0	0	0	0	0
ContentVerve.com	1	2	0	0	0	0	0	0	1	0	6	0	0	0	1	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	2	6	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	8	0	0	1	0	0	4	0	0	2	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0	6	4	0	0	0	3	0	0	1	3	2	0	0	1	0	3	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	5	1	0	2	0	0	0	2	1	11	2	0	1	2	1	2	2	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	1	0	0	3	0	0	0	0	1	0	0	2	4	0	0	0	3	0	3	0	0	0	0	0	1	0	5	0	0	1	0	1	0	0	10	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	1	1	1	0	1	1	0	0	0	0	0	0	4	0	0	1	0	1	0	0	3	2	1	0	0	0	0	1	0	1	0	0	0	8	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	5	0	0	0	0	1	7	1	0	0	0	1	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	4	0	1	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
